account.length,area.code,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.eve.minutes,total.eve.calls,total.night.minutes,total.night.calls,total.intl.minutes,total.intl.calls,number.customer.service.calls,Status,avg.minute.day,avg.minute.eve,avg.minute.night,avg.minute.intl
119,408,no,no,0,197.2,111,168.1,78,209.8,84,4.2,2,1,False,1.77657657657658,2.15512820512821,2.49761904761905,2.1
111,415,no,yes,23,87.7,91,218.3,118,173.1,87,12.3,4,1,False,0.963736263736264,1.85,1.98965517241379,3.075
74,415,no,no,0,180,110,212.9,100,182.3,95,11.8,10,0,False,1.63636363636364,2.129,1.91894736842105,1.18
112,415,no,no,0,124.4,109,196.1,119,166.1,89,10.2,4,2,False,1.14128440366972,1.64789915966387,1.86629213483146,2.55
130,510,no,no,0,126.8,101,144.1,105,249.6,117,11.4,8,2,False,1.25544554455446,1.37238095238095,2.13333333333333,1.425
130,510,no,no,0,110,107,181.9,85,208,94,11.7,3,1,False,1.02803738317757,2.14,2.21276595744681,3.9
188,408,no,no,0,231.1,92,182.4,93,227.2,89,9.8,5,4,False,2.51195652173913,1.96129032258065,2.55280898876404,1.96
57,415,no,no,0,166.4,114,76.8,119,260.1,77,10.9,3,3,False,1.45964912280702,0.645378151260504,3.37792207792208,3.63333333333333
98,415,yes,no,0,172.5,118,198.5,107,230.2,105,12.6,3,1,False,1.46186440677966,1.85514018691589,2.19238095238095,4.2
105,408,no,no,0,141.8,85,191.3,101,133.6,126,10.9,3,1,False,1.66823529411765,1.89405940594059,1.06031746031746,3.63333333333333
100,415,no,no,0,218.9,124,237.5,99,189.7,52,11,6,2,False,1.76532258064516,2.3989898989899,3.64807692307692,1.83333333333333
132,415,no,no,0,138.7,101,257.5,85,165.6,92,7.8,1,2,False,1.37326732673267,3.02941176470588,1.8,7.8
117,415,yes,no,0,158.1,101,315.1,96,176.1,108,13.9,2,3,True,1.56534653465347,3.28229166666667,1.63055555555556,6.95
131,510,no,no,0,103.5,105,174.1,103,248.2,95,11.7,2,5,True,0.985714285714286,1.69029126213592,2.61263157894737,5.85
114,408,no,no,0,206.3,113,223.5,97,234.3,119,8.1,6,2,False,1.82566371681416,2.30412371134021,1.96890756302521,1.35
94,408,no,no,0,229.2,103,163.9,133,190.1,67,7.4,6,3,False,2.2252427184466,1.23233082706767,2.83731343283582,1.23333333333333
123,408,no,yes,41,141.3,127,152,96,218.8,114,8.1,3,3,False,1.11259842519685,1.58333333333333,1.91929824561404,2.7
116,415,no,no,0,119,94,144.3,110,199.7,65,8.8,5,2,False,1.26595744680851,1.31181818181818,3.07230769230769,1.76
107,415,no,no,0,260.6,81,246.1,116,243.3,117,12.8,9,0,True,3.21728395061728,2.12155172413793,2.07948717948718,1.42222222222222
110,415,no,no,0,149.2,128,112.8,101,156.3,111,12.2,4,1,False,1.165625,1.11683168316832,1.40810810810811,3.05
29,415,no,no,0,163.7,109,207.3,88,266.2,101,10.4,2,1,False,1.50183486238532,2.35568181818182,2.63564356435644,5.2
76,415,no,no,0,223,109,218.7,97,138.6,126,11.6,8,2,False,2.04587155963303,2.25463917525773,1.1,1.45
63,415,no,yes,26,214.2,80,253,152,156.4,109,10.3,2,2,False,2.6775,1.66447368421053,1.4348623853211,5.15
69,415,no,no,0,245.6,128,173,101,111.8,118,14.2,7,2,False,1.91875,1.71287128712871,0.947457627118644,2.02857142857143
97,408,no,no,0,238.6,85,203.3,75,180.5,127,16.2,8,0,False,2.80705882352941,2.71066666666667,1.42125984251968,2.025
108,510,yes,no,0,86.1,97,227.9,101,225.8,102,9.1,3,3,False,0.887628865979381,2.25643564356436,2.21372549019608,3.03333333333333
52,415,no,no,0,257.9,80,220.7,82,225.4,70,16.8,3,2,True,3.22375,2.69146341463415,3.22,5.6
90,510,no,yes,19,214,57,245.3,105,205.6,68,10.3,2,1,False,3.75438596491228,2.33619047619048,3.02352941176471,5.15
82,415,no,yes,33,247.4,106,167.1,110,207.6,113,6.8,1,5,False,2.33396226415094,1.51909090909091,1.83716814159292,6.8
73,415,no,yes,33,129.8,112,225.3,96,262.5,104,8.6,3,1,False,1.15892857142857,2.346875,2.52403846153846,2.86666666666667
124,510,no,no,0,133.2,80,144.2,98,261,102,12,3,3,True,1.665,1.47142857142857,2.55882352941176,4
95,510,no,no,0,135.2,93,285.9,123,228.1,112,10,2,3,False,1.45376344086021,2.32439024390244,2.03660714285714,5
61,408,no,no,0,140.8,126,212.5,115,141.7,79,6.4,5,4,True,1.11746031746032,1.84782608695652,1.79367088607595,1.28
42,510,no,no,0,160.2,103,159.8,116,255.7,87,12.9,3,1,False,1.55533980582524,1.37758620689655,2.93908045977012,4.3
104,415,no,no,0,153.7,86,160.3,78,176.6,140,9.6,8,1,False,1.78720930232558,2.05512820512821,1.26142857142857,1.2
184,415,no,no,0,237.6,86,157,105,163.6,103,14.2,2,2,False,2.76279069767442,1.4952380952381,1.58834951456311,7.1
29,510,no,no,0,182.1,92,180.4,91,206.4,128,7.2,2,2,False,1.97934782608696,1.98241758241758,1.6125,3.6
5,408,no,no,0,198.7,108,146.7,86,216.8,95,9.5,3,2,False,1.83981481481481,1.70581395348837,2.28210526315789,3.16666666666667
58,408,no,yes,47,151.1,117,137.4,103,172.6,99,9.2,8,1,False,1.29145299145299,1.33398058252427,1.74343434343434,1.15
103,415,no,yes,22,219,126,311.9,126,197,112,9,8,3,False,1.73809523809524,2.47539682539683,1.75892857142857,1.125
165,510,no,no,0,195.2,84,229.5,116,185.3,147,11.9,3,0,False,2.32380952380952,1.97844827586207,1.26054421768707,3.96666666666667
156,510,no,no,0,81.7,133,242.5,117,203.8,112,12.3,6,3,False,0.614285714285714,2.07264957264957,1.81964285714286,2.05
132,415,yes,yes,18,130.7,86,186.1,98,204.8,103,11.9,6,0,False,1.51976744186046,1.89897959183673,1.98834951456311,1.98333333333333
115,415,no,no,0,265.9,112,132.9,94,185.2,106,14.6,7,1,False,2.37410714285714,1.41382978723404,1.74716981132075,2.08571428571429
117,408,no,no,0,185.6,115,174.8,83,188.2,122,6.7,4,4,True,1.61391304347826,2.10602409638554,1.54262295081967,1.675
148,408,no,no,0,249.7,91,185.1,90,234.2,88,10.5,1,1,False,2.74395604395604,2.05666666666667,2.66136363636364,10.5
135,510,no,no,0,204.1,116,150.2,74,108.1,154,8.1,1,2,False,1.75948275862069,2.02972972972973,0.701948051948052,8.1
87,510,no,yes,24,135.8,108,251.4,62,181.5,91,6.4,4,0,False,1.25740740740741,4.05483870967742,1.99450549450549,1.6
26,510,no,no,0,83.2,93,199.5,64,242.6,112,10.7,4,1,False,0.894623655913979,3.1171875,2.16607142857143,2.675
78,415,no,no,0,211.4,105,249.9,77,199.6,129,9.3,2,2,False,2.01333333333333,3.24545454545455,1.54728682170543,4.65
78,510,no,no,0,185.8,102,251.6,88,202.8,86,13.3,6,2,False,1.82156862745098,2.85909090909091,2.35813953488372,2.21666666666667
121,415,no,no,0,123.6,113,229.4,85,242.9,97,10.3,4,0,False,1.09380530973451,2.69882352941176,2.50412371134021,2.575
101,415,no,no,0,202.5,91,142.5,134,219.6,102,10.1,4,3,False,2.22527472527473,1.0634328358209,2.15294117647059,2.525
81,408,no,no,0,125.1,103,209.6,103,186.2,78,11.8,1,1,False,1.21456310679612,2.03495145631068,2.38717948717949,11.8
119,408,no,no,0,287.1,83,218.4,124,151.5,42,11,4,1,True,3.45903614457831,1.76129032258065,3.60714285714286,2.75
134,415,no,no,0,199.7,107,205.8,86,198.8,125,8.3,5,0,False,1.86635514018692,2.39302325581395,1.5904,1.66
48,408,no,no,0,247.6,114,172.3,110,264.4,107,7.1,3,1,False,2.1719298245614,1.56636363636364,2.47102803738318,2.36666666666667
185,415,no,no,0,158.5,93,294.7,69,146.2,116,16.6,3,0,False,1.70430107526882,4.27101449275362,1.26034482758621,5.53333333333333
91,510,no,yes,39,160.8,97,119.3,54,147.9,101,10.3,3,3,False,1.65773195876289,2.20925925925926,1.46435643564356,3.43333333333333
103,510,no,yes,40,140.3,52,245.6,114,111.7,86,11.1,6,1,False,2.69807692307692,2.15438596491228,1.29883720930233,1.85
142,408,yes,no,0,160.6,101,202,125,221.7,100,8.8,2,1,True,1.59009900990099,1.616,2.217,4.4
82,415,no,no,0,120.5,107,176.3,124,258,121,10.5,5,0,False,1.12616822429907,1.42177419354839,2.13223140495868,2.1
88,408,no,no,0,242.4,89,161.4,89,142.4,95,5.4,2,1,False,2.72359550561798,1.81348314606742,1.49894736842105,2.7
118,408,no,no,0,178.4,81,182.7,119,251.4,109,10.8,2,1,False,2.20246913580247,1.53529411764706,2.30642201834862,5.4
167,415,no,no,0,94.9,114,315.8,105,181,71,10.8,6,0,False,0.832456140350877,3.00761904761905,2.54929577464789,1.8
138,408,no,no,0,182,101,200.3,119,208.9,131,13.4,3,4,False,1.8019801980198,1.68319327731092,1.59465648854962,4.46666666666667
130,408,no,no,0,162,62,278.1,108,197.5,82,9.1,4,1,False,2.61290322580645,2.575,2.40853658536585,2.275
164,408,yes,yes,28,156.1,98,209.9,140,190,69,11.4,4,0,False,1.59285714285714,1.49928571428571,2.7536231884058,2.85
109,510,no,no,0,150.6,106,147.4,108,173.2,109,9.5,5,1,False,1.42075471698113,1.36481481481481,1.58899082568807,1.9
73,408,no,no,0,67,76,223,154,236.5,151,11.2,2,1,False,0.881578947368421,1.44805194805195,1.56622516556291,5.6
101,415,yes,no,0,92.1,109,163,83,133.3,102,9.7,11,2,False,0.844954128440367,1.96385542168675,1.30686274509804,0.881818181818182
100,415,yes,no,0,156.3,82,259.4,91,143.7,93,8.3,7,5,False,1.90609756097561,2.85054945054945,1.54516129032258,1.18571428571429
85,415,no,no,0,274.7,79,119.4,122,296.9,74,9.4,10,1,False,3.47721518987342,0.978688524590164,4.01216216216216,0.94
102,408,no,no,0,167.1,80,222.9,94,179.9,103,11.6,3,5,False,2.08875,2.37127659574468,1.74660194174757,3.86666666666667
134,408,no,no,0,177.1,120,218.1,123,183.8,93,12.7,5,3,False,1.47583333333333,1.77317073170732,1.97634408602151,2.54
96,415,no,no,0,217.8,120,139.6,109,227.7,111,11.6,3,0,False,1.815,1.28073394495413,2.05135135135135,3.86666666666667
42,510,no,no,0,143.7,96,221,98,108.9,94,8.6,1,2,False,1.496875,2.25510204081633,1.15851063829787,8.6
175,415,no,no,0,185,104,325.8,86,85.4,105,14.6,2,1,False,1.77884615384615,3.78837209302326,0.813333333333333,7.3
136,415,no,yes,23,235.6,65,177.7,81,138.7,105,11.3,5,1,False,3.62461538461538,2.19382716049383,1.32095238095238,2.26
32,415,yes,no,0,265.5,75,119.7,77,169.9,128,14.8,6,2,True,3.54,1.55454545454545,1.32734375,2.46666666666667
101,415,no,no,0,332.1,91,151,123,277.8,99,11.3,3,1,True,3.64945054945055,1.22764227642276,2.80606060606061,3.76666666666667
122,510,no,no,0,190,125,141.5,77,216.8,68,15.9,3,3,False,1.52,1.83766233766234,3.18823529411765,5.3
138,408,no,yes,12,114.5,100,175.1,130,112.7,85,7.8,5,0,False,1.145,1.34692307692308,1.32588235294118,1.56
130,510,no,no,0,140.9,68,217.5,109,123.6,96,13.6,4,3,False,2.07205882352941,1.9954128440367,1.2875,3.4
106,510,no,no,0,168.4,85,123.3,95,162.5,83,4.6,4,3,False,1.98117647058824,1.29789473684211,1.9578313253012,1.15
150,408,no,no,0,150.9,92,191,106,223.6,107,8.3,4,5,True,1.64021739130435,1.80188679245283,2.08971962616822,2.075
94,415,no,no,0,255.1,96,276.9,67,226.5,74,10.6,2,0,True,2.65729166666667,4.13283582089552,3.06081081081081,5.3
89,415,no,no,0,94.5,107,191.8,85,196.2,131,15,5,1,False,0.883177570093458,2.25647058823529,1.49770992366412,3
45,415,no,no,0,135,116,159,108,170.3,130,11.1,15,1,False,1.16379310344828,1.47222222222222,1.31,0.74
74,408,no,no,0,286.9,113,260.8,121,137.1,94,12.6,6,0,True,2.53893805309735,2.15537190082645,1.45851063829787,2.1
158,415,no,no,0,165.4,70,280.1,104,121.8,106,10.4,9,1,False,2.36285714285714,2.69326923076923,1.14905660377358,1.15555555555556
76,415,no,no,0,222,99,215.9,122,204.1,131,8.2,5,3,True,2.24242424242424,1.76967213114754,1.55801526717557,1.64
4,408,no,yes,31,158.3,99,164.2,98,192.7,108,12.5,3,2,False,1.5989898989899,1.67551020408163,1.78425925925926,4.16666666666667
161,408,no,no,0,252.3,120,243.8,98,284.4,96,9.2,2,1,True,2.1025,2.48775510204082,2.9625,4.6
116,415,no,no,0,255.5,93,224.4,122,317.3,85,12.7,4,1,True,2.74731182795699,1.83934426229508,3.73294117647059,3.175
49,415,no,no,0,101.7,71,223.2,102,182.1,112,7.3,3,3,False,1.43239436619718,2.18823529411765,1.62589285714286,2.43333333333333
39,510,no,no,0,185,113,106.5,125,167.3,78,12,2,0,False,1.63716814159292,0.852,2.14487179487179,6
118,415,no,no,0,142.2,96,164.9,107,183.7,92,7.1,4,1,False,1.48125,1.5411214953271,1.99673913043478,1.775
57,415,no,no,0,140,100,174.7,102,258.5,111,13.3,4,1,False,1.4,1.71274509803922,2.32882882882883,3.325
98,415,no,no,0,237.5,130,213.2,85,194.1,107,10.1,3,0,False,1.82692307692308,2.50823529411765,1.81401869158879,3.36666666666667
77,415,no,no,0,215.5,81,170.9,100,170.3,59,10.3,3,1,False,2.66049382716049,1.709,2.8864406779661,3.43333333333333
106,510,yes,no,0,196.7,100,210.2,109,173.8,83,7.8,1,4,True,1.967,1.92844036697248,2.09397590361446,7.8
32,510,no,no,0,230.7,122,204.7,134,142,86,8.7,3,2,False,1.89098360655738,1.52761194029851,1.65116279069767,2.9
131,415,no,no,0,131.3,39,242.9,101,278.8,100,8.5,2,2,False,3.36666666666667,2.4049504950495,2.788,4.25
174,415,no,no,0,222.3,102,173.8,123,297.2,97,5.7,2,0,True,2.17941176470588,1.4130081300813,3.0639175257732,2.85
98,510,no,no,0,198.6,92,349.4,99,221.7,83,7.3,6,2,True,2.15869565217391,3.52929292929293,2.6710843373494,1.21666666666667
42,510,no,no,0,139.4,109,223.8,121,244.9,105,4.6,3,1,False,1.27889908256881,1.8495867768595,2.33238095238095,1.53333333333333
99,408,no,no,0,130.4,121,219.9,103,84.1,85,9.8,3,2,False,1.07768595041322,2.13495145631068,0.989411764705882,3.26666666666667
4,415,yes,no,0,169.7,96,131.8,94,245.1,86,14.2,4,0,True,1.76770833333333,1.40212765957447,2.85,3.55
31,415,no,no,0,224.5,96,191.2,72,214.5,100,9.1,1,2,False,2.33854166666667,2.65555555555556,2.145,9.1
47,415,yes,no,0,177.1,104,217.4,97,191.8,131,9.7,5,2,False,1.70288461538462,2.24123711340206,1.46412213740458,1.94
39,510,no,yes,38,201.8,66,200.1,87,173.7,112,9.5,3,0,False,3.05757575757576,2.3,1.55089285714286,3.16666666666667
103,415,no,yes,40,164.5,95,228.7,82,194.7,97,7.4,1,4,False,1.73157894736842,2.7890243902439,2.00721649484536,7.4
36,415,yes,yes,19,171.9,96,198.4,111,321.7,76,10.5,1,1,True,1.790625,1.78738738738739,4.23289473684211,10.5
62,415,no,no,0,116.5,77,186.1,111,180.6,72,16.1,2,3,False,1.51298701298701,1.67657657657658,2.50833333333333,8.05
86,408,no,no,0,178.3,94,264.4,74,284.6,109,15,2,0,False,1.8968085106383,3.57297297297297,2.61100917431193,7.5
141,415,no,no,0,215.8,79,112.7,85,221.8,109,5.6,4,2,False,2.73164556962025,1.32588235294118,2.0348623853211,1.4
127,415,no,no,0,264.5,75,179.2,91,141.9,93,8,1,1,False,3.52666666666667,1.96923076923077,1.5258064516129,8
82,510,no,yes,23,123.7,93,139.1,74,174.5,118,10.6,2,1,False,1.33010752688172,1.87972972972973,1.47881355932203,5.3
69,415,no,no,0,244.8,76,77.2,100,222.8,102,10,3,0,False,3.22105263157895,0.772,2.1843137254902,3.33333333333333
87,510,no,no,0,297.4,63,118.4,108,242.3,72,11,2,2,True,4.72063492063492,1.0962962962963,3.36527777777778,5.5
124,408,yes,yes,29,187.1,75,148.5,142,214.4,124,5.5,7,2,False,2.49466666666667,1.04577464788732,1.72903225806452,0.785714285714286
68,415,no,no,0,186.5,108,190.2,107,187.8,103,11,5,1,False,1.72685185185185,1.77757009345794,1.82330097087379,2.2
72,415,yes,no,0,286.1,101,306.1,94,232.8,89,10.3,1,4,True,2.83267326732673,3.2563829787234,2.61573033707865,10.3
119,510,no,no,0,107.2,100,221.1,100,212.6,96,8.3,3,2,False,1.072,2.211,2.21458333333333,2.76666666666667
43,415,no,yes,36,93.1,68,246.1,83,94.9,109,8.7,8,1,False,1.36911764705882,2.96506024096386,0.870642201834862,1.0875
136,510,no,no,0,132.4,110,254.1,81,176.5,100,13,6,2,False,1.20363636363636,3.13703703703704,1.765,2.16666666666667
97,510,no,no,0,80.7,99,262.3,93,214.6,130,8.8,3,0,False,0.815151515151515,2.82043010752688,1.65076923076923,2.93333333333333
77,415,no,no,0,184.7,130,194,105,249.1,91,9,4,1,False,1.42076923076923,1.84761904761905,2.73736263736264,2.25
110,415,no,no,0,94.1,127,283,97,168.7,69,10.3,6,2,False,0.740944881889764,2.91752577319588,2.44492753623188,1.71666666666667
70,415,no,no,0,229.3,110,118.2,89,155,105,7.9,4,1,False,2.08454545454545,1.32808988764045,1.47619047619048,1.975
151,415,no,yes,27,154.4,141,210.6,109,167.9,109,7.8,3,3,False,1.09503546099291,1.93211009174312,1.54036697247706,2.6
125,415,no,no,0,190.2,107,209.2,75,102.1,136,14.2,5,4,True,1.77757009345794,2.78933333333333,0.750735294117647,2.84
83,415,no,no,0,167,120,209.1,102,131,107,8.6,2,1,False,1.39166666666667,2.05,1.22429906542056,4.3
94,510,no,no,0,154.8,113,261.8,121,213,81,11.6,5,0,False,1.36991150442478,2.16363636363636,2.62962962962963,2.32
70,415,no,yes,20,230.2,110,177.5,111,206.3,38,11.9,2,0,False,2.09272727272727,1.5990990990991,5.42894736842105,5.95
65,408,no,no,0,131.5,119,222.3,119,155.3,83,11.1,7,1,False,1.10504201680672,1.86806722689076,1.8710843373494,1.58571428571429
112,510,no,no,0,242.1,69,235.2,150,237.7,106,10,5,3,True,3.50869565217391,1.568,2.24245283018868,2
78,408,no,no,0,157.3,61,242,119,196,107,10.6,1,1,False,2.57868852459016,2.03361344537815,1.83177570093458,10.6
77,408,yes,no,0,192.7,82,198,91,204.2,95,9,6,1,False,2.35,2.17582417582418,2.14947368421053,1.5
126,415,no,no,0,175.6,91,151.1,100,201.5,100,9.9,2,1,False,1.92967032967033,1.511,2.015,4.95
58,415,no,yes,29,239.6,84,182.1,80,118.3,100,11,3,2,False,2.85238095238095,2.27625,1.183,3.66666666666667
38,510,no,no,0,96.9,110,241.4,75,141,69,10.8,3,0,False,0.880909090909091,3.21866666666667,2.04347826086957,3.6
85,408,no,no,0,142.7,82,179.1,106,141.4,88,5,8,3,False,1.74024390243902,1.68962264150943,1.60681818181818,0.625
176,415,no,no,0,216.7,91,233.9,104,231.1,110,9,4,1,False,2.38131868131868,2.24903846153846,2.10090909090909,2.25
133,415,no,no,0,207.1,106,283.5,124,65.2,107,10.5,2,3,False,1.95377358490566,2.28629032258065,0.609345794392523,5.25
146,415,no,no,0,214.8,86,230.9,94,223.8,100,5.8,3,3,False,2.49767441860465,2.4563829787234,2.238,1.93333333333333
118,415,no,no,0,77.6,113,126.9,75,191,79,14.9,4,1,False,0.686725663716814,1.692,2.41772151898734,3.725
141,408,no,no,0,264.3,90,216.4,101,208.8,72,9.6,3,0,True,2.93666666666667,2.14257425742574,2.9,3.2
91,510,yes,no,0,103.2,100,124.8,154,336.1,111,14,4,2,True,1.032,0.81038961038961,3.02792792792793,3.5
150,510,yes,no,0,114.8,156,135.3,78,218.4,98,15.6,4,1,True,0.735897435897436,1.73461538461538,2.22857142857143,3.9
76,415,no,no,0,212.5,124,215.5,110,128,94,5.2,9,3,False,1.71370967741935,1.95909090909091,1.36170212765957,0.577777777777778
66,415,no,no,0,192.4,98,187,93,132.9,82,11.2,1,0,False,1.96326530612245,2.01075268817204,1.62073170731707,11.2
139,415,no,no,0,102.2,76,230,106,183.4,136,10.8,4,1,False,1.34473684210526,2.16981132075472,1.34852941176471,2.7
131,415,no,no,0,55.5,79,163.5,104,128.1,59,10.1,4,1,False,0.70253164556962,1.57211538461538,2.17118644067797,2.525
135,415,no,no,0,247.2,61,168.7,122,169.8,100,6.6,1,0,False,4.05245901639344,1.3827868852459,1.698,6.6
109,408,no,yes,40,99.7,116,140.3,117,221.3,76,13.9,5,3,False,0.85948275862069,1.1991452991453,2.91184210526316,2.78
129,415,no,no,0,220.2,117,261.1,102,165.9,132,10.8,1,2,False,1.88205128205128,2.55980392156863,1.25681818181818,10.8
85,415,no,no,0,116.9,75,183.3,109,307.4,119,10,8,2,False,1.55866666666667,1.68165137614679,2.58319327731092,1.25
125,408,no,no,0,175.9,98,192.8,148,278.2,110,10.6,5,0,False,1.79489795918367,1.3027027027027,2.52909090909091,2.12
67,415,no,no,0,208,95,234.8,81,266,80,11.7,6,3,False,2.18947368421053,2.89876543209877,3.325,1.95
77,510,no,no,0,136.5,95,182.6,102,233.6,93,9.9,10,1,False,1.43684210526316,1.79019607843137,2.51182795698925,0.99
135,408,yes,no,0,174.8,112,218,125,180.1,102,12.7,6,3,False,1.56071428571429,1.744,1.7656862745098,2.11666666666667
43,510,no,yes,26,141.5,94,196.4,123,172.4,100,12.9,1,3,False,1.50531914893617,1.59674796747967,1.724,12.9
67,510,no,no,0,225.9,78,243.1,83,84.1,94,13.5,2,2,True,2.89615384615385,2.9289156626506,0.89468085106383,6.75
103,510,no,no,0,267,97,204.3,151,246.9,67,11.3,7,1,True,2.75257731958763,1.35298013245033,3.68507462686567,1.61428571428571
121,415,no,no,0,217.3,79,218,106,166.5,69,11.5,7,1,False,2.75063291139241,2.05660377358491,2.41304347826087,1.64285714285714
111,415,no,no,0,129.1,92,148.9,132,264,103,16.8,7,2,False,1.40326086956522,1.1280303030303,2.56310679611651,2.4
127,408,no,no,0,135.5,110,146,116,208,88,10.7,4,2,False,1.23181818181818,1.25862068965517,2.36363636363636,2.675
65,510,no,no,0,183.4,63,183.6,80,153.5,83,10.7,4,4,True,2.91111111111111,2.295,1.84939759036145,2.675
86,510,no,no,0,223,109,286.2,76,257.8,132,7.5,7,3,True,2.04587155963303,3.76578947368421,1.9530303030303,1.07142857142857
133,510,no,yes,24,125.5,106,161.2,95,209.1,112,15,4,2,False,1.18396226415094,1.69684210526316,1.86696428571429,3.75
238,415,no,no,0,202,60,213.9,105,266.4,90,12,1,2,False,3.36666666666667,2.03714285714286,2.96,12
119,510,no,no,0,140,135,138.9,103,230.2,121,6.1,6,0,False,1.03703703703704,1.34854368932039,1.90247933884298,1.01666666666667
113,415,no,no,0,126,90,205.8,92,217,121,12.8,1,0,False,1.4,2.23695652173913,1.79338842975207,12.8
103,415,no,no,0,278.4,121,252.2,139,202.3,96,13.7,1,1,True,2.30082644628099,1.81438848920863,2.10729166666667,13.7
56,415,no,no,0,222.9,100,145.2,110,170.6,129,5.6,8,1,False,2.229,1.32,1.32248062015504,0.7
56,510,no,yes,37,153.7,97,271.4,91,179,121,8.3,2,1,False,1.58453608247423,2.98241758241758,1.47933884297521,4.15
155,415,yes,no,0,176.1,88,244.5,84,189.9,99,11.2,1,2,True,2.00113636363636,2.91071428571429,1.91818181818182,11.2
113,408,no,no,0,203.4,85,219.8,140,240,107,8.3,5,1,False,2.39294117647059,1.57,2.24299065420561,1.66
103,415,no,yes,37,230.7,112,319.4,116,299.4,77,7.9,3,2,False,2.05982142857143,2.75344827586207,3.88831168831169,2.63333333333333
160,415,no,no,0,118.9,106,163.5,75,195,131,13.1,4,0,False,1.12169811320755,2.18,1.48854961832061,3.275
142,408,no,yes,34,219.5,85,144,120,258.2,84,7,3,1,False,2.58235294117647,1.2,3.07380952380952,2.33333333333333
135,415,no,yes,46,172.6,77,203.4,102,264.2,108,10.4,2,1,False,2.24155844155844,1.99411764705882,2.4462962962963,5.2
158,415,no,no,0,123.3,115,130.4,91,243.7,119,11.2,3,3,False,1.07217391304348,1.43296703296703,2.04789915966387,3.73333333333333
132,408,no,no,0,213.6,125,133.9,54,332.2,104,7.5,2,4,False,1.7088,2.47962962962963,3.19423076923077,3.75
104,415,no,no,0,210.9,90,272.2,101,304.3,86,10.6,5,3,True,2.34333333333333,2.69504950495049,3.53837209302326,2.12
74,510,no,no,0,143.7,97,229.6,110,98.8,100,11.8,5,1,False,1.48144329896907,2.08727272727273,0.988,2.36
28,415,no,no,0,171.2,90,173.9,65,210.5,139,14,4,2,False,1.90222222222222,2.67538461538462,1.51438848920863,3.5
173,408,no,no,0,128.6,108,248.3,92,130.1,115,10.4,2,4,True,1.19074074074074,2.69891304347826,1.13130434782609,5.2
152,408,no,yes,26,214.8,82,226.7,135,206.7,97,7.6,11,1,False,2.61951219512195,1.67925925925926,2.13092783505155,0.690909090909091
140,510,no,no,0,187.1,110,158,70,211.4,123,8.5,2,2,False,1.70090909090909,2.25714285714286,1.71869918699187,4.25
88,415,no,no,0,141.7,102,226.2,125,100.1,93,11.9,8,0,False,1.38921568627451,1.8096,1.07634408602151,1.4875
102,408,no,yes,27,109.8,66,207.3,76,236.9,101,10.3,7,0,False,1.66363636363636,2.72763157894737,2.34554455445545,1.47142857142857
49,408,no,no,0,202.3,105,195.4,131,190.1,88,9,2,3,True,1.92666666666667,1.49160305343511,2.16022727272727,4.5
195,415,no,no,0,221.6,109,126.2,94,212.2,98,6.4,2,0,False,2.03302752293578,1.34255319148936,2.16530612244898,3.2
81,415,no,yes,33,200.3,103,216.9,96,249.8,100,15.5,4,1,False,1.94466019417476,2.259375,2.498,3.875
153,415,no,no,0,202.2,132,158.9,78,111.4,98,8.6,4,2,False,1.53181818181818,2.03717948717949,1.13673469387755,2.15
67,415,no,no,0,245.1,118,185.2,94,193.6,112,8.1,3,3,False,2.0771186440678,1.97021276595745,1.72857142857143,2.7
65,408,no,no,0,158.3,71,168.3,119,139.9,119,6.6,6,2,False,2.22957746478873,1.41428571428571,1.17563025210084,1.1
72,510,no,no,0,212.7,92,306.4,100,140.3,90,12.9,6,0,False,2.31195652173913,3.064,1.55888888888889,2.15
176,510,no,no,0,304.2,111,306.6,64,207.9,98,9.5,2,7,True,2.74054054054054,4.790625,2.12142857142857,4.75
150,408,no,yes,24,212.4,157,168.7,91,199.4,112,9.7,1,2,False,1.35286624203822,1.85384615384615,1.78035714285714,9.7
108,510,yes,no,0,137.3,68,143.8,94,238.7,101,8.9,1,1,True,2.01911764705882,1.52978723404255,2.36336633663366,8.9
129,510,no,yes,10,161.4,91,183.1,102,240.3,65,12.9,3,1,False,1.77362637362637,1.79509803921569,3.69692307692308,4.3
73,510,yes,no,0,202.9,108,285.9,121,219,102,12.8,5,1,False,1.8787037037037,2.36280991735537,2.14705882352941,2.56
105,408,no,no,0,98.2,103,140.3,91,140.2,106,13.9,1,1,False,0.953398058252427,1.54175824175824,1.32264150943396,13.9
115,408,no,no,0,80.8,81,195.7,91,190.1,66,11.7,6,1,False,0.997530864197531,2.15054945054945,2.88030303030303,1.95
82,415,no,no,0,207.2,114,163.7,97,192.8,79,9.3,4,7,False,1.81754385964912,1.68762886597938,2.44050632911392,2.325
131,415,no,no,0,227.7,134,162.7,88,279.4,90,8.9,7,4,False,1.69925373134328,1.84886363636364,3.10444444444444,1.27142857142857
201,510,no,no,0,159.9,61,237.3,124,290.2,99,13.4,4,3,False,2.62131147540984,1.91370967741935,2.93131313131313,3.35
139,415,yes,no,0,185.1,101,266.7,75,207.9,95,9,3,3,False,1.83267326732673,3.556,2.18842105263158,3
94,408,no,no,0,139.1,93,237.9,100,227.1,59,11.4,3,1,False,1.49569892473118,2.379,3.84915254237288,3.8
