age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
34,services,married,professional.course,no,no,no,cellular,may,mon,190,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
34,services,married,professional.course,no,no,no,cellular,may,mon,90,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
30,admin.,single,university.degree,no,no,no,telephone,may,mon,222,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
42,services,married,high.school,no,yes,no,cellular,may,mon,74,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
31,admin.,single,university.degree,no,yes,no,cellular,may,mon,434,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
57,technician,married,university.degree,no,yes,no,cellular,may,mon,334,2,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1
58,retired,married,university.degree,no,yes,no,telephone,may,mon,101,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
43,admin.,married,professional.course,no,yes,yes,cellular,may,mon,238,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
42,admin.,married,university.degree,no,yes,no,cellular,may,mon,370,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
41,admin.,single,high.school,no,yes,no,cellular,may,mon,306,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1
35,services,married,high.school,no,no,no,cellular,may,mon,130,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1
31,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,392,7,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
35,admin.,married,professional.course,no,yes,no,cellular,may,mon,115,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
44,self-employed,single,professional.course,no,yes,no,cellular,may,mon,922,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
30,self-employed,married,university.degree,no,no,no,cellular,may,mon,107,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
39,admin.,single,university.degree,no,no,no,cellular,may,mon,198,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
48,admin.,married,university.degree,no,no,yes,cellular,may,mon,312,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
39,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,264,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
58,admin.,married,university.degree,no,yes,yes,cellular,may,mon,353,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
57,self-employed,married,university.degree,no,yes,no,cellular,may,mon,949,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
30,unemployed,married,high.school,no,yes,yes,telephone,may,mon,104,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
52,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,528,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
34,services,married,professional.course,no,yes,yes,cellular,may,mon,675,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
35,housemaid,single,university.degree,no,no,yes,cellular,may,mon,126,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
32,self-employed,married,basic.6y,no,yes,no,cellular,may,mon,1121,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1
61,technician,divorced,professional.course,no,yes,no,cellular,may,mon,268,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
40,admin.,married,university.degree,no,no,no,cellular,may,mon,365,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
46,services,married,basic.6y,no,yes,no,telephone,may,mon,89,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
50,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,483,4,3,2,success,-1.8,92.893,-46.2,1.354,5099.1
51,technician,married,professional.course,no,yes,no,cellular,may,mon,8,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
39,admin.,married,university.degree,no,yes,no,telephone,may,mon,36,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
43,admin.,married,high.school,no,yes,no,cellular,may,mon,76,4,3,1,success,-1.8,92.893,-46.2,1.354,5099.1
29,admin.,married,university.degree,unknown,yes,no,cellular,may,mon,11,4,3,1,success,-1.8,92.893,-46.2,1.354,5099.1
46,admin.,single,high.school,no,no,yes,cellular,may,mon,83,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
24,technician,single,high.school,no,yes,no,cellular,may,mon,841,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
44,self-employed,single,professional.course,no,no,no,cellular,may,mon,230,6,12,1,success,-1.8,92.893,-46.2,1.354,5099.1
31,services,married,high.school,unknown,no,no,telephone,may,mon,211,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
56,services,divorced,high.school,no,no,no,telephone,may,mon,640,7,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
49,admin.,divorced,university.degree,no,no,no,cellular,may,mon,124,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
56,services,married,high.school,no,yes,no,cellular,may,mon,520,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
59,unknown,married,unknown,no,yes,no,cellular,may,mon,8,7,6,1,success,-1.8,92.893,-46.2,1.354,5099.1
25,services,married,high.school,no,no,no,cellular,may,tue,171,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,94,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
38,admin.,married,university.degree,no,no,no,telephone,may,tue,11,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,155,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
40,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,307,4,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
33,housemaid,married,basic.9y,unknown,yes,no,cellular,may,tue,145,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
43,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,184,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
38,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,276,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,301,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,admin.,married,high.school,unknown,yes,no,cellular,may,tue,17,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
29,services,divorced,high.school,no,no,no,cellular,may,tue,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,admin.,married,high.school,unknown,yes,no,cellular,may,tue,169,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,admin.,married,high.school,unknown,no,no,cellular,may,tue,168,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,123,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
30,admin.,single,high.school,no,no,no,cellular,may,tue,154,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,29,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,163,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
58,admin.,single,university.degree,no,no,no,cellular,may,tue,358,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
35,admin.,single,university.degree,no,yes,no,telephone,may,tue,227,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,admin.,single,high.school,no,yes,no,cellular,may,tue,479,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
45,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,may,tue,17,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
31,services,single,high.school,no,yes,no,cellular,may,tue,62,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,48,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
48,blue-collar,single,basic.4y,unknown,yes,yes,cellular,may,tue,233,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
45,blue-collar,married,unknown,unknown,yes,no,cellular,may,tue,131,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
35,blue-collar,single,high.school,no,no,no,cellular,may,tue,1090,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
55,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,604,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
41,management,single,basic.9y,no,no,no,cellular,may,tue,381,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,103,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
54,blue-collar,married,high.school,unknown,yes,yes,cellular,may,tue,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
43,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,tue,46,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
50,technician,married,unknown,no,yes,yes,cellular,may,tue,400,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,tue,718,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,620,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,services,married,professional.course,no,yes,no,cellular,may,tue,44,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
43,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,tue,123,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
30,admin.,married,high.school,no,no,yes,cellular,may,tue,838,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
45,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,tue,397,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
46,blue-collar,married,high.school,no,no,yes,cellular,may,tue,173,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
44,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,659,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
30,technician,single,university.degree,no,yes,no,cellular,may,tue,150,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,single,basic.6y,unknown,no,no,cellular,may,tue,141,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
38,technician,married,university.degree,no,no,no,telephone,may,tue,125,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,admin.,single,high.school,no,no,no,telephone,may,tue,60,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,admin.,single,high.school,no,no,no,cellular,may,tue,154,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,admin.,single,high.school,no,no,no,cellular,may,tue,399,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
40,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,335,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
54,self-employed,married,university.degree,no,no,yes,cellular,may,tue,388,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
32,services,married,high.school,no,no,no,cellular,may,tue,79,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,blue-collar,married,unknown,unknown,no,no,cellular,may,tue,409,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
49,blue-collar,married,basic.6y,unknown,no,no,cellular,may,tue,568,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
32,management,divorced,university.degree,no,yes,no,cellular,may,tue,59,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,management,single,university.degree,no,yes,no,cellular,may,tue,42,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
45,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,tue,29,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
53,admin.,single,high.school,no,yes,no,cellular,may,tue,470,2,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
37,management,single,university.degree,no,yes,no,cellular,may,tue,58,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
34,services,married,high.school,unknown,no,no,cellular,may,tue,245,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
52,blue-collar,married,high.school,no,no,no,cellular,may,tue,57,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,257,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,married,basic.6y,unknown,no,no,cellular,may,tue,132,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,services,single,basic.9y,no,no,no,cellular,may,tue,247,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,services,single,basic.9y,no,no,no,cellular,may,tue,348,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
51,services,divorced,high.school,unknown,no,no,cellular,may,tue,398,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
29,admin.,single,university.degree,no,no,no,cellular,may,tue,41,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
31,services,married,high.school,no,no,yes,cellular,may,tue,284,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
29,admin.,single,university.degree,no,no,no,cellular,may,tue,206,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
40,admin.,single,professional.course,no,yes,no,cellular,may,tue,43,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
31,admin.,divorced,university.degree,no,no,no,cellular,may,tue,290,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,technician,married,basic.9y,no,yes,yes,cellular,may,tue,67,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
32,self-employed,married,basic.9y,no,no,no,cellular,may,tue,301,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
33,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,tue,106,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,entrepreneur,married,high.school,no,no,no,cellular,may,tue,179,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
36,entrepreneur,married,high.school,no,yes,no,cellular,may,tue,283,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
47,blue-collar,single,basic.4y,unknown,no,no,cellular,may,tue,343,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
30,management,single,university.degree,no,yes,yes,cellular,may,tue,228,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
30,management,single,university.degree,no,no,no,cellular,may,tue,223,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
30,management,single,university.degree,no,no,yes,cellular,may,tue,496,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
31,admin.,divorced,high.school,no,no,no,cellular,may,tue,101,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,334,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,tue,170,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
26,student,single,high.school,unknown,yes,no,cellular,may,tue,205,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
31,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,160,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
28,services,single,unknown,no,yes,no,cellular,may,tue,83,9,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
46,management,divorced,professional.course,no,no,no,cellular,may,tue,159,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
26,management,single,university.degree,no,no,no,cellular,may,tue,279,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
49,entrepreneur,married,high.school,no,yes,yes,cellular,may,tue,214,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
48,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,862,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
53,unemployed,married,basic.9y,unknown,yes,no,cellular,may,tue,67,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,75,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
57,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,674,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
34,admin.,married,high.school,no,no,no,cellular,may,tue,205,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,tue,36,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
38,technician,married,professional.course,no,no,no,cellular,may,tue,371,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,233,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
46,blue-collar,married,high.school,no,yes,yes,telephone,may,tue,328,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
31,services,single,high.school,no,no,no,cellular,may,tue,206,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,320,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,admin.,married,high.school,no,no,no,cellular,may,tue,305,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
46,technician,married,professional.course,no,yes,no,telephone,may,tue,193,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
44,management,divorced,university.degree,no,yes,no,cellular,may,tue,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
42,technician,divorced,basic.6y,no,yes,no,cellular,may,tue,221,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
53,admin.,married,university.degree,unknown,no,no,cellular,may,wed,160,7,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,104,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
31,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,wed,55,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
36,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,54,1,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1
46,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,113,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
36,admin.,married,university.degree,no,yes,no,cellular,may,wed,241,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
51,admin.,divorced,professional.course,no,no,no,cellular,may,wed,194,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
47,blue-collar,married,high.school,no,no,no,cellular,may,wed,327,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38,admin.,married,high.school,no,no,no,cellular,may,wed,275,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
38,blue-collar,single,basic.4y,no,no,no,cellular,may,wed,207,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
40,services,single,high.school,no,no,no,cellular,may,wed,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
29,admin.,single,university.degree,no,yes,no,cellular,may,wed,215,3,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
36,technician,married,professional.course,no,yes,no,cellular,may,wed,731,1,10,1,success,-1.8,92.893,-46.2,1.334,5099.1
29,admin.,single,university.degree,no,no,no,cellular,may,wed,401,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
33,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,473,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
27,services,married,high.school,no,yes,no,cellular,may,wed,152,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
41,entrepreneur,married,basic.4y,no,no,yes,cellular,may,wed,767,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
45,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,139,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
53,blue-collar,married,professional.course,unknown,no,yes,cellular,may,wed,595,5,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
35,admin.,married,university.degree,no,yes,no,cellular,may,wed,376,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,100,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46,services,divorced,basic.9y,no,unknown,unknown,cellular,may,wed,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
40,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,954,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
39,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,wed,304,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
57,admin.,married,high.school,no,no,no,cellular,may,wed,644,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
39,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,72,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
39,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,177,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
31,blue-collar,single,high.school,no,no,no,cellular,may,wed,153,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
31,blue-collar,single,high.school,no,no,no,cellular,may,wed,465,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
27,student,single,university.degree,no,no,no,cellular,may,wed,253,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
41,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
44,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,278,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
49,admin.,married,high.school,no,yes,no,cellular,may,wed,115,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
41,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,366,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
30,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,129,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
25,admin.,single,university.degree,no,yes,no,cellular,may,wed,209,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
31,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,188,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38,blue-collar,single,basic.6y,unknown,no,yes,cellular,may,wed,42,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
47,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,569,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
39,technician,divorced,professional.course,no,yes,no,cellular,may,wed,597,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
48,technician,married,professional.course,unknown,yes,no,cellular,may,wed,274,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
43,management,married,university.degree,no,no,yes,cellular,may,wed,226,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,143,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,181,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46,services,divorced,basic.9y,no,no,no,cellular,may,wed,96,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
48,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,164,5,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
57,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,wed,236,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
33,admin.,married,basic.9y,no,yes,yes,telephone,may,wed,26,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,338,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
36,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,187,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
28,technician,single,professional.course,no,no,no,cellular,may,wed,116,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
33,admin.,married,high.school,no,yes,no,cellular,may,wed,49,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
28,technician,single,professional.course,no,yes,no,cellular,may,wed,244,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
39,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,47,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
39,technician,divorced,professional.course,no,no,no,cellular,may,wed,258,8,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,267,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,blue-collar,married,unknown,no,yes,no,cellular,may,wed,123,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,186,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
53,admin.,married,university.degree,unknown,yes,no,cellular,may,wed,59,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38,admin.,married,basic.9y,no,yes,no,cellular,may,wed,472,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
39,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,wed,686,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
38,blue-collar,married,high.school,unknown,yes,no,cellular,may,wed,198,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
51,admin.,single,university.degree,no,no,no,cellular,may,wed,187,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
31,technician,single,unknown,no,yes,no,cellular,may,wed,84,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
27,admin.,married,high.school,no,yes,no,cellular,may,wed,175,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46,services,married,high.school,no,yes,yes,cellular,may,wed,270,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
